,predictions,actual,difference,Area,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool
926,7140000.0,8000000,860000.0,640,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1
6035,5720800.0,4801000,919800.0,416,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0
5808,13255000.0,11900000,1355000.0,598,2,1,1,1,1,0,0,0,1,0,0,1,0,0,1
6075,12749500.0,14600000,1850500.0,850,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5348,6887250.0,6700000,187250.0,850,2,0,1,1,1,0,0,1,1,0,1,1,0,1,1
3237,11446800.0,12000000,553200.0,1046,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1
4015,9865100.0,12000000,2134900.0,1000,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1
1244,7564500.0,6800000,764500.0,740,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1
4623,13284199.9,18100000,4815800.1,762,2,1,1,1,1,0,1,1,1,0,1,1,0,1,1
6250,6630000.0,4350000,2280000.0,660,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4561,2784588.3,2875000,90411.7,324,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1
2724,9129141.2,5299000,3830141.2,905,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1
2406,10385050.0,9600000,785050.0,950,2,0,1,1,1,0,1,0,1,0,0,0,0,0,1
3732,17650000.0,14900000,2750000.0,1489,3,1,1,1,0,0,0,1,1,1,0,0,1,0,1
875,5472500.0,6990000,1517500.0,473,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
5906,18665000.0,13000000,5665000.0,1150,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3539,8663495.2,13899999,5236503.8,900,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1
927,6091800.0,7200000,1108200.0,657,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1
2643,17975000.0,27599999,9624999.0,1600,3,0,1,1,0,0,0,1,1,1,0,0,1,0,1
4021,5459586.9,5000000,459586.9,528,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
3519,5077800.0,5700000,622200.0,486,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0
3802,7674500.0,6448999,1225501.0,910,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3646,10159250.0,8400000,1759250.0,1002,2,1,1,1,0,0,0,1,1,1,1,0,0,0,1
2606,9694600.0,9709000,14400.0,1022,2,0,1,1,0,0,0,1,0,1,0,0,1,0,0
3547,10472000.0,11800000,1328000.0,984,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1
4175,5477550.0,5990000,512450.0,480,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1
5449,5117100.0,5700000,582900.0,590,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2481,16255000.0,15500000,755000.0,915,2,1,0,1,0,0,0,1,0,0,1,1,0,1,0
5908,11230000.0,15100000,3870000.0,957,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1
4549,4625650.0,4400000,225650.0,560,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1
3006,17425000.0,17500000,75000.0,1350,3,1,1,1,0,0,1,1,1,1,0,0,1,1,1
2763,9327500.0,8700000,627500.0,705,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1
4551,4625650.0,4250000,375650.0,560,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1
4996,22459999.6,24600000,2140000.4,1167,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0
4565,2784588.3,2900000,115411.7,324,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1
2483,14888750.0,14800000,88750.0,879,2,1,0,1,0,0,0,1,0,0,1,1,0,1,0
4607,11900500.0,13500000,1599500.0,967,2,0,1,1,1,0,1,1,1,0,1,0,0,1,1
2834,20650000.0,13500000,7150000.0,931,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
6170,8682500.0,8000000,682500.0,600,2,0,1,1,0,0,1,1,1,1,1,1,1,1,1
1249,11311300.0,11700000,388700.0,1150,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1
5075,6634850.0,4799000,1835850.0,625,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1
3971,8980149.6,14000000,5019850.4,811,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1
4017,11591000.0,8600000,2991000.0,1065,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1
6253,8434899.4,14600000,6165100.6,850,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
4520,6851535.6,5400000,1451535.6,761,2,0,1,1,1,0,1,1,1,0,1,0,0,1,1
3496,18780000.0,21400000,2620000.0,990,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
2879,13210000.0,13100000,110000.0,1140,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5076,9625599.6,6000000,3625599.6,905,2,0,1,1,1,0,1,1,1,1,1,0,1,1,1
3865,6802500.0,5300000,1502500.0,500,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1
2728,6293500.0,5299000,994500.0,645,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1
3972,8572999.8,15800000,7227000.2,848,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1
3968,5692100.0,6400000,707900.0,550,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
6128,6248000.0,7500000,1252000.0,650,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1
3517,18285000.0,14000000,4285000.0,1137,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1
4562,3200082.4,2800000,400082.4,324,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1
2603,5950300.0,7000000,1049700.0,540,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
5800,3250955.2,2599000,651955.2,334,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1
4564,5711403.3,3000000,2711403.3,384,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1
2626,12700000.0,10000000,2700000.0,850,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,23540000.0,28400000,4860000.0,1733,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0
5799,3250955.2,2799000,451955.2,334,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1
4741,10379800.0,13000000,2620200.0,940,2,0,0,1,1,1,1,1,1,1,0,0,0,0,1
1849,9909350.0,9377000,532350.0,952,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1
3483,11881999.9,15200000,3318000.1,739,2,1,1,1,1,0,1,1,1,1,0,0,0,1,1
